Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Previous Contact Days
37,blue-collar,married,basic.6y,no,unknown,yes,Cell,6,999
33,technician,married,professional.course,no,yes,yes,Cell,2,999
38,admin.,single,university.degree,no,unknown,no,Cell,3,999
31,blue-collar,married,basic.9y,no,yes,no,Cell,7,999
39,blue-collar,married,basic.9y,no,unknown,no,Cell,2,999
41,technician,divorced,professional.course,no,yes,no,Cell,1,999
56,blue-collar,married,basic.9y,no,no,no,Cell,5,999
44,admin.,married,university.degree,no,yes,no,Telephone,2,999
56,management,married,high.school,no,unknown,no,Telephone,1,999
45,entrepreneur,married,basic.6y,no,no,unknown,Telephone,5,999
48,admin.,divorced,professional.course,no,yes,no,Telephone,1,999
30,management,single,high.school,no,no,yes,Cell,1,999
42,self-employed,married,university.degree,no,yes,no,Cell,2,999
85,retired,married,basic.4y,no,unknown,no,Cell,3,999
27,blue-collar,single,basic.6y,no,no,no,Cell,1,999
37,blue-collar,married,high.school,no,no,no,Cell,3,999
33,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
57,blue-collar,married,basic.9y,no,yes,no,Cell,1,999
37,blue-collar,married,basic.6y,no,unknown,unknown,Cell,3,999
59,technician,single,basic.6y,no,unknown,no,Cell,1,999
41,self-employed,divorced,university.degree,no,unknown,no,Cell,4,999
31,services,married,high.school,no,unknown,unknown,Telephone,5,999
55,blue-collar,married,basic.4y,no,unknown,yes,Cell,4,999
38,self-employed,single,university.degree,no,unknown,no,Cell,3,999
37,technician,married,professional.course,no,unknown,no,Cell,1,999
52,blue-collar,single,basic.9y,no,unknown,no,Telephone,18,999
39,blue-collar,married,basic.9y,no,unknown,no,Telephone,5,999
51,admin.,divorced,university.degree,no,unknown,no,Cell,2,999
56,technician,divorced,university.degree,no,no,yes,Cell,2,999
47,blue-collar,married,basic.6y,no,yes,no,Telephone,9,999
47,admin.,divorced,university.degree,no,unknown,no,Cell,1,999
46,admin.,married,high.school,no,unknown,no,Telephone,1,999
50,management,married,university.degree,no,unknown,yes,Cell,3,999
40,technician,single,professional.course,no,unknown,no,Cell,1,999
32,admin.,married,high.school,no,unknown,no,Cell,2,999
51,technician,married,professional.course,no,unknown,unknown,Cell,3,999
37,housemaid,married,high.school,no,unknown,no,Telephone,1,999
55,services,divorced,high.school,no,yes,yes,Cell,1,999
54,admin.,married,university.degree,no,unknown,no,Cell,3,999
53,admin.,divorced,university.degree,no,no,no,Telephone,3,999
42,services,single,high.school,no,unknown,no,Cell,5,999
54,blue-collar,married,basic.4y,no,no,no,Telephone,3,999
35,technician,married,high.school,no,no,no,Cell,1,999
53,housemaid,married,basic.4y,no,unknown,no,Cell,2,999
46,blue-collar,married,basic.4y,no,no,no,Telephone,1,999
58,blue-collar,married,basic.9y,no,no,no,Cell,2,999
32,blue-collar,married,professional.course,no,unknown,yes,Telephone,3,999
59,retired,married,basic.9y,no,unknown,no,Telephone,2,999
30,technician,single,professional.course,no,unknown,no,Cell,4,999
26,admin.,single,high.school,no,unknown,yes,Cell,2,999
26,technician,single,professional.course,no,unknown,no,Cell,3,999
39,admin.,single,university.degree,no,unknown,yes,Cell,18,999
50,management,married,basic.9y,no,unknown,no,Cell,2,6
28,entrepreneur,married,basic.9y,no,no,no,Telephone,1,999
39,blue-collar,single,basic.9y,no,unknown,no,Cell,2,999
34,technician,married,professional.course,no,yes,yes,Telephone,1,999
27,management,single,university.degree,no,yes,no,Cell,2,999
38,services,married,basic.6y,no,unknown,unknown,Cell,1,999
31,management,single,university.degree,no,unknown,no,Cell,3,999
40,housemaid,divorced,high.school,no,unknown,unknown,Telephone,6,999
48,admin.,married,university.degree,no,unknown,yes,Cell,1,999
50,services,married,high.school,no,yes,no,Cell,2,999
55,blue-collar,married,basic.4y,no,no,unknown,Cell,1,999
33,admin.,married,university.degree,no,unknown,no,Cell,1,3
44,blue-collar,married,basic.6y,no,no,no,Cell,1,999
37,technician,married,professional.course,no,unknown,yes,Cell,6,999
54,services,married,high.school,no,unknown,no,Cell,33,999
39,unemployed,married,basic.4y,no,no,no,Cell,2,999
33,blue-collar,married,basic.6y,no,yes,yes,Cell,2,999
52,admin.,married,basic.9y,no,no,no,Cell,21,999
52,services,married,professional.course,no,no,yes,Cell,7,999
30,blue-collar,single,basic.4y,no,yes,no,Telephone,1,999
55,blue-collar,divorced,basic.4y,no,unknown,no,Cell,1,999
26,admin.,single,university.degree,no,unknown,yes,Cell,3,999
30,technician,single,university.degree,no,unknown,no,Cell,3,999
35,admin.,married,high.school,no,no,no,Cell,1,999
34,management,married,high.school,no,unknown,unknown,Cell,3,999
41,admin.,married,high.school,no,unknown,no,Cell,2,999
37,admin.,married,university.degree,no,unknown,yes,Cell,1,999
40,technician,married,professional.course,no,yes,unknown,Cell,2,999
44,management,married,university.degree,no,unknown,no,Cell,1,999
74,retired,married,university.degree,no,unknown,no,Cell,1,999
58,blue-collar,married,university.degree,no,unknown,yes,Cell,2,999
42,blue-collar,married,basic.6y,no,yes,unknown,Cell,1,999
56,admin.,married,university.degree,no,yes,unknown,Cell,2,999
30,admin.,single,high.school,no,yes,no,Cell,1,999
41,blue-collar,married,basic.9y,no,unknown,no,Cell,2,999
37,admin.,married,high.school,no,unknown,no,Cell,5,999
47,housemaid,divorced,high.school,no,yes,no,Telephone,3,999
46,self-employed,married,university.degree,no,yes,no,Telephone,6,999
43,blue-collar,single,high.school,no,unknown,no,Cell,2,999
34,blue-collar,married,basic.9y,no,unknown,no,Telephone,2,999
32,blue-collar,divorced,basic.6y,no,unknown,no,Cell,1,999
52,technician,married,professional.course,no,unknown,yes,Telephone,1,999
41,blue-collar,divorced,basic.4y,no,unknown,no,Cell,3,999
29,admin.,married,university.degree,no,unknown,no,Cell,1,999
46,blue-collar,single,basic.9y,no,unknown,no,Cell,3,999
39,services,married,high.school,no,unknown,no,Telephone,1,999
25,blue-collar,single,basic.6y,no,unknown,no,Cell,7,999
48,entrepreneur,married,university.degree,no,yes,no,Telephone,1,999
36,admin.,married,university.degree,no,unknown,no,Cell,2,999
32,management,single,university.degree,no,yes,no,Cell,2,999
49,blue-collar,married,basic.4y,no,unknown,no,Telephone,1,999
37,technician,divorced,professional.course,no,yes,unknown,Cell,3,999
56,admin.,divorced,high.school,no,unknown,no,Telephone,6,999
36,blue-collar,married,basic.9y,no,no,unknown,Telephone,1,999
35,blue-collar,married,basic.9y,no,unknown,no,Telephone,3,999
24,technician,single,professional.course,no,unknown,no,Telephone,4,999
32,technician,single,professional.course,no,no,no,Cell,2,999
21,student,single,high.school,no,yes,no,Cell,3,9
53,housemaid,married,basic.4y,no,unknown,no,Telephone,5,999
41,housemaid,married,basic.4y,no,unknown,no,Cell,3,999
46,blue-collar,married,basic.9y,no,unknown,unknown,Telephone,1,999
41,admin.,married,university.degree,no,yes,no,Telephone,3,999
28,unemployed,single,university.degree,no,yes,no,Cell,1,999
56,services,married,high.school,no,no,unknown,Cell,1,999
31,admin.,single,university.degree,no,unknown,no,Cell,2,999
35,blue-collar,divorced,basic.4y,no,unknown,no,Telephone,1,999
34,admin.,divorced,university.degree,no,unknown,no,Cell,1,999
27,blue-collar,married,basic.4y,no,unknown,no,Cell,1,999
58,retired,married,basic.4y,no,no,no,Cell,1,999
37,blue-collar,single,professional.course,no,unknown,no,Cell,1,999
44,admin.,divorced,high.school,no,no,unknown,Cell,4,999
51,technician,married,professional.course,no,yes,yes,Cell,1,999
36,services,married,university.degree,no,yes,no,Cell,3,999
33,blue-collar,married,basic.6y,no,unknown,unknown,Cell,1,999
46,self-employed,divorced,basic.9y,no,yes,yes,Cell,1,999
46,management,married,basic.9y,no,unknown,no,Telephone,2,999
38,technician,divorced,professional.course,no,yes,no,Cell,1,999
45,services,single,high.school,no,unknown,no,Cell,1,999
33,services,single,high.school,no,unknown,unknown,Telephone,1,999
41,services,married,university.degree,no,no,no,Telephone,2,999
35,admin.,single,high.school,no,unknown,yes,Cell,1,999
32,retired,divorced,illiterate,no,no,no,Cell,4,999
46,services,married,basic.9y,no,no,no,Cell,1,999
57,admin.,married,high.school,no,unknown,no,Cell,1,999
42,technician,single,university.degree,no,unknown,no,Cell,4,999
46,admin.,married,high.school,no,unknown,no,Cell,5,999
36,blue-collar,married,basic.6y,no,unknown,unknown,Telephone,2,999
44,blue-collar,married,basic.4y,no,unknown,no,Cell,5,999
58,blue-collar,divorced,basic.4y,no,unknown,no,Telephone,2,999
53,blue-collar,married,professional.course,no,unknown,unknown,Cell,6,999
45,services,married,high.school,no,no,no,Cell,2,999
58,entrepreneur,married,university.degree,no,no,no,Cell,1,999
37,blue-collar,married,basic.9y,no,unknown,yes,Cell,2,999
39,entrepreneur,married,university.degree,no,unknown,no,Cell,1,999
33,technician,divorced,professional.course,no,no,no,Telephone,2,999
45,services,married,basic.9y,no,unknown,no,Telephone,6,999
31,blue-collar,single,high.school,no,unknown,no,Telephone,1,999
54,admin.,divorced,high.school,no,no,no,Cell,6,999
48,blue-collar,married,basic.9y,no,yes,no,Cell,6,999
48,blue-collar,married,basic.6y,no,no,no,Cell,4,999
32,admin.,married,university.degree,no,unknown,no,Cell,1,999
32,admin.,married,high.school,no,yes,no,Cell,1,999
32,blue-collar,married,high.school,no,unknown,no,Cell,2,999
32,admin.,single,university.degree,no,unknown,no,Telephone,1,999
58,admin.,divorced,basic.9y,no,unknown,no,Telephone,5,999
24,student,single,high.school,no,unknown,no,Cell,3,999
39,blue-collar,divorced,basic.9y,no,no,no,Telephone,1,999
30,admin.,single,university.degree,no,unknown,no,Cell,2,999
39,services,married,high.school,no,no,no,Telephone,6,999
59,technician,married,university.degree,no,unknown,no,Telephone,3,999
30,admin.,single,basic.9y,no,no,no,Cell,2,999
32,technician,divorced,high.school,no,unknown,no,Cell,1,999
32,blue-collar,single,high.school,no,yes,yes,Cell,1,999
36,blue-collar,single,basic.9y,no,yes,no,Telephone,10,999
50,blue-collar,married,high.school,no,yes,no,Cell,2,999
40,blue-collar,married,basic.9y,no,yes,no,Telephone,2,999
42,retired,single,professional.course,no,unknown,no,Telephone,1,999
40,services,married,high.school,no,no,no,Cell,8,999
25,blue-collar,single,basic.9y,no,unknown,yes,Cell,2,999
48,services,married,basic.9y,no,unknown,no,Cell,8,999
38,admin.,single,university.degree,no,yes,no,Telephone,4,999
26,services,single,high.school,no,unknown,no,Cell,1,999
23,student,single,high.school,no,unknown,no,Cell,3,15
35,technician,married,professional.course,no,yes,no,Cell,4,999
28,admin.,single,university.degree,no,no,no,Telephone,2,999
31,blue-collar,married,basic.9y,no,unknown,yes,Cell,3,999
29,services,single,university.degree,no,yes,no,Telephone,1,999
31,technician,married,professional.course,no,no,unknown,Cell,1,999
31,admin.,divorced,high.school,no,unknown,no,Cell,2,999
46,blue-collar,married,basic.9y,no,yes,yes,Telephone,2,999
31,services,single,high.school,no,yes,unknown,Cell,1,999
55,admin.,married,university.degree,no,unknown,yes,Cell,2,999
45,blue-collar,divorced,basic.9y,no,unknown,no,Telephone,2,999
34,housemaid,single,high.school,no,no,unknown,Cell,1,999
43,technician,married,professional.course,no,unknown,yes,Cell,5,999
48,admin.,married,university.degree,no,unknown,no,Cell,2,999
47,admin.,married,university.degree,no,no,no,Cell,3,999
27,services,single,high.school,no,unknown,no,Cell,3,999
47,admin.,divorced,university.degree,no,unknown,no,Cell,2,999
32,blue-collar,married,high.school,no,unknown,yes,Telephone,2,999
56,retired,married,university.degree,no,unknown,no,Cell,1,999
30,technician,single,university.degree,no,no,no,Cell,1,999
28,management,single,university.degree,no,unknown,unknown,Telephone,4,999
46,blue-collar,married,basic.9y,no,unknown,no,Telephone,10,999
39,blue-collar,single,basic.4y,no,unknown,no,Telephone,21,999
26,admin.,single,university.degree,no,unknown,no,Cell,4,999
34,admin.,divorced,university.degree,no,unknown,unknown,Cell,1,999
54,management,divorced,university.degree,no,unknown,no,Telephone,2,999
28,technician,married,university.degree,no,unknown,no,Cell,1,999
34,technician,married,professional.course,no,unknown,no,Telephone,5,999
32,technician,married,professional.course,no,yes,unknown,Telephone,3,999
55,admin.,married,high.school,no,yes,yes,Cell,4,999
48,blue-collar,married,basic.4y,no,unknown,no,Telephone,4,999
36,technician,single,professional.course,no,unknown,no,Cell,2,999
31,technician,married,professional.course,no,unknown,no,Telephone,2,999
24,blue-collar,married,basic.9y,no,unknown,no,Cell,3,999
54,blue-collar,married,basic.9y,no,unknown,yes,Telephone,2,999
54,retired,divorced,university.degree,no,unknown,unknown,Cell,5,999
34,blue-collar,married,basic.4y,no,no,no,Cell,7,999
32,blue-collar,married,basic.6y,no,yes,yes,Cell,2,999
30,entrepreneur,married,university.degree,no,yes,no,Telephone,2,999
36,admin.,single,professional.course,no,yes,unknown,Cell,1,999
51,retired,married,basic.9y,no,yes,no,Telephone,1,999
30,student,single,professional.course,no,no,yes,Cell,2,999
41,unemployed,married,basic.9y,no,unknown,yes,Cell,1,9
38,admin.,married,high.school,no,yes,yes,Cell,1,999
42,services,married,university.degree,no,unknown,no,Cell,1,999
38,blue-collar,married,basic.4y,no,unknown,no,Cell,3,999
25,services,single,high.school,no,unknown,no,Cell,3,999
33,services,married,high.school,no,unknown,no,Cell,2,999
57,retired,married,basic.4y,no,unknown,no,Cell,2,999
45,blue-collar,married,basic.4y,no,unknown,unknown,Telephone,11,999
32,self-employed,single,professional.course,no,unknown,no,Cell,3,999
43,management,single,high.school,no,unknown,no,Cell,1,999
40,self-employed,single,university.degree,no,yes,no,Cell,1,999
53,self-employed,married,basic.4y,no,no,no,Cell,2,999
41,technician,divorced,basic.4y,no,unknown,no,Telephone,2,999
30,services,single,high.school,no,unknown,no,Cell,6,999
45,blue-collar,divorced,basic.6y,no,unknown,no,Cell,1,999
32,admin.,married,university.degree,no,unknown,no,Cell,6,999
58,retired,married,university.degree,no,yes,no,Cell,1,999
45,admin.,single,university.degree,no,yes,no,Cell,1,999
62,admin.,married,professional.course,no,no,no,Cell,3,999
45,entrepreneur,married,university.degree,no,no,no,Telephone,1,999
38,unemployed,married,basic.4y,no,unknown,no,Cell,1,999
27,services,single,university.degree,no,unknown,no,Cell,1,999
24,technician,single,professional.course,no,no,no,Cell,3,999
53,housemaid,married,basic.4y,no,unknown,no,Telephone,1,999
30,technician,single,university.degree,no,yes,unknown,Cell,7,999
41,technician,married,high.school,no,no,no,Cell,2,999
44,entrepreneur,married,professional.course,no,unknown,yes,Telephone,14,999
47,technician,married,professional.course,no,unknown,no,Telephone,2,999
28,services,divorced,high.school,no,unknown,no,Cell,1,999
40,self-employed,married,university.degree,no,unknown,no,Telephone,3,999
35,admin.,single,university.degree,no,no,no,Telephone,13,999
46,admin.,divorced,university.degree,no,yes,no,Telephone,1,999
35,technician,married,university.degree,no,unknown,no,Telephone,2,999
45,services,married,high.school,no,no,no,Telephone,7,999
34,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
54,services,single,basic.9y,no,unknown,yes,Cell,1,999
36,entrepreneur,married,university.degree,no,no,yes,Cell,3,999
41,blue-collar,divorced,professional.course,no,no,no,Telephone,6,999
41,admin.,single,high.school,no,no,no,Cell,4,999
18,housemaid,married,high.school,no,unknown,no,Cell,6,999
34,technician,married,professional.course,no,unknown,no,Cell,1,999
39,blue-collar,married,basic.6y,no,unknown,no,Telephone,1,999
39,self-employed,married,professional.course,no,no,no,Cell,3,999
31,blue-collar,married,basic.9y,no,unknown,yes,Telephone,3,999
35,entrepreneur,divorced,university.degree,no,unknown,unknown,Telephone,1,999
59,retired,married,high.school,no,unknown,unknown,Telephone,1,999
32,technician,single,university.degree,no,unknown,no,Cell,1,999
32,technician,married,university.degree,no,no,yes,Cell,1,999
25,admin.,single,high.school,no,yes,no,Cell,4,999
45,management,married,high.school,no,yes,no,Telephone,3,999
37,blue-collar,single,university.degree,no,unknown,no,Cell,2,999
22,blue-collar,single,basic.9y,no,unknown,no,Cell,2,999
48,services,married,basic.6y,no,no,no,Cell,1,999
49,entrepreneur,married,high.school,no,unknown,no,Cell,3,999
38,admin.,married,university.degree,no,unknown,no,Cell,3,999
